id,text,arts_&_culture,business_&_entrepreneurs,pop_culture,daily_life,sports_&_gaming,science_&_technology
528,Rockwell - Somebody s Watching Me (Official Music Video) {{URL}} via {@YouTube@} {{USERNAME}} be over after I’m done listening to Rockwell,0,0,1,0,0,0
529,The Central Noble boys buckled down in the second half against Angola to win back-to-back NECC Tournament titles. {{USERNAME}} {{USERNAME}} {{URL}},0,0,0,0,1,0
530,penalty or not {@Club Amrica EN@} need to improve in the second half. Leo Suarez is having a hard time in that position. THey either need to play him closer to the sideline or sub him for Gio #LigaMX,0,0,0,0,1,0
531,‘Night Stalker : How Dianne Feinstein Jeopardized the Search for Serial Killer Richard Ramirez {{URL}} via {@Yahoo@} SAME WOMAN WHO CLAIMS NOT TO HAVE KNOWN SHE HAD A CHINESE SPY ON HER PAYROLL FOR 25 YEARS!,0,0,1,0,0,0
532,Prince - Sign O  The Times (Official Music Video) {{URL}} via {@YouTube@} #RMC,0,0,1,0,0,0
533," The jewelry was also chosen before the dress, and the story of how the glowing Milagro heart came to life is pretty neat, too.  - {@POPSUGAR@} on Selena s look in De Una Vez music video",0,0,1,0,0,0
534,King Kami feat Zenire - RIOT (Official Music Video) {{URL}} via {{USERNAME}},0,0,1,0,0,0
535,ayo so are we gonna get a {@Justin Bieber@} and a  hip hop Bieber  {@charlton@} collab this year?,0,0,1,0,0,0
536,". {@Don McLean@} ... & if she asks u why, u can tell u that I told u, I m tired of castles in the air, I ve got a dream I want the world to share & castle walls just lead me to despair I remember talking about your #Tapestry album & everyone thing I was talking about {@Carole King@}  s",0,0,1,0,0,0
537,"LSC WBB: {{USERNAME}} only allowed 3 points in opening quarter to earn series split; {{USERNAME}} improved win streak to 8; {{USERNAME}} rides second half to win; {{USERNAME}} , {{USERNAME}} cruise. {{URL}} ",0,0,0,0,1,0
538,Crowded House - Don t Dream It s Over (Official Music Video) {{URL}} {@YouTube@} より,0,0,1,0,0,0
539,The street needs some new secrets... Wya {@Roddy Ricch@},0,0,1,0,0,0
540,On the Street Where You Live  is a song with music by Frederick Loewe and lyrics by Alan Jay Lerner from the 1956 Broadway musical My Fair Lady. It is sung in the musical by the character Freddy Eynsford-Hill. {@Dean Martin@} {{URL}},0,0,1,0,0,0
541,Guess what?? Tomorrow new music video on my {@YouTube@} channel! Guesses?,0,0,1,0,0,0
542,The owner of {{USERNAME}} has announced that its sales in the second half of 2020 exceeded expectations by millions {{URL}} #cosmetics #sales,0,1,0,0,0,0
543,Perfection is a myth   Chasing it is like chasing the wind  MAYMAY MEGANdangNaTUEral {@Maymay@} MAYMAY MEGANdangNaTUEral #MaymayEntrata,0,0,1,0,0,0
544,"Vietnam has shown an astonishing ability to increase rooftop capacity by 9.3GW in just the second half of 2020. Exactly the same demand exists in SA, writes Peter Attard Montalto, head of capital markets research at Intellidex, in his {@Business Day@} column. {{URL}} ",0,1,0,0,0,0
545,"So is Washington just going to play 65 games in the second half of the season, or? {@NBA@} Adam Silver",0,0,0,0,1,0
546,Lil wayne and Kodak Black may not thank TRUMP PUBLICLY Because they face a Cancel culture being done on them . Remember When ASAP Rocky was locked up in Europe Trump made a call and the rapper was Free but Black Culture didn t allow ASAP Rocky to Say Thanks . {{USERNAME}},0,0,1,0,0,0
547,The Final Hours: President Trump Grants Pardons & Commutes Sentences For 143 People ... Including Lil  Wayne & Kodak Black! - {{URL}} via {@WORLDSTARHIPHOP@} #WSHH #WORLDSTAR,0,0,1,0,0,0
548,"UPDATE: The tactics {@Kodak Black@} and his legal team employed here did, in fact, work. President Trump granted him a commutation, which only applies to Kodak’s federal crimes. He is still subject to criminal proceedings in multiple jurisdictions. {{URL}} ",0,0,1,0,0,0
549,Lil Wayne - Vizine #liltunechi #DaHubRadio #NowPlaying : {{USERNAME}} If Ur # d Above So We Can {{USERNAME}} You In Future ...Update Tune Tags {{URL}},0,0,1,0,0,0
550,di pa rin masyado nag ssink in sakin na James will release a new song  BUT I M SOOOO EXCITED!!  Congratulations {{USERNAME}} !  5DaysTo SODA Release #JamesReidSODA,0,0,1,0,0,0
551,#UFC257  Correction {@Daniel Cormier@} he’s the SECOND #MMA fighter signed to {@Floyd Mayweather@} ‘s team...3.5 years after me.,0,0,0,0,1,0
552,"Schnikes wanted {@The Diamond@} to win, but TKO in the second??? Two great combatants hopefully see {@Conor McGregor@} and Poirier again in a championship fight if {@khabib nurmagomedov@} doesn’t come back",0,0,0,0,1,0
553,Chikki was also evictd but she came back! Then y not Jasmin Bhasin {@Bigg Boss@} #BringJasminAsContestant,0,0,1,0,0,0
554,"So the commentator for the #CHELUT game, who most have been given the job based on her ability alone just said “chelsea will be happy with the 3 points” in an {@The FA@} cup game!!!",0,0,0,0,1,0
555,We want everyone to have a chance to win   The words of {@Apex Legends@} Yet I play match after match with noobs against pros. Match after match I get killed by players crouch spamming &/or jumping off walls: things that you need to use the claw or elite controllers to do.  #Lying,0,0,0,0,1,0
556,Halftime. Entertaining first 45 minutes 1:1 #ManUvsLiverpool match live {@KBC Channel1 News@} . More goals from {@Manchester United@} during the second half.,0,0,0,0,1,0
557,"Challenging conditions today, but Mansel Davies have once again done the job for us and collected milk for Glanbia Cheese with minimal disruption. Diolch {{USERNAME}} and team.",0,0,0,1,0,0
558,"Played ex-Energy for {@ESEA@} & {{USERNAME}} #Umsanzi   16-13 & 16-7  Nuke was shakey, got some things to fix, WP to them, they re definitely the second best team in SA atm.  Proud of the boys for tonight <3 {{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}} #PlaySeriously",0,0,0,0,1,0
559,I’ve lost count of the number of times I came back to “Building a Design System for iOS” by {{USERNAME}} It’s priceless! #iosdev #SwiftLang {{URL}},0,0,0,0,0,1
560,"The Local Show starts at 6 p.m. on {@The Current@} . Tonight {@Andrea Swensson@} has an hour of new music from {{USERNAME}} , {{USERNAME}} , {{USERNAME}} and more—plus a throwback hour of songs from 2005 in honor of The Current’s 16th anniversary.",0,0,1,0,0,0
561,"#NowPlaying  B.B. King Freestyle  by Lil Wayne, Drake on {@TIDAL@} {{URL}} ",0,0,1,0,0,0
562,01.15.2021 Favorite New Music This Week (FNMTW) (last week’s playlist hosted by @ Scrappydoo at Deezer) {{URL}} Playlists are created in Deezer by the FNMTW crew and {{USERNAME}} updates to the Spotify link daily.  Most of the past week seemed to be my picks.,0,0,1,0,0,0
563,Check out what I just added to my closet on Poshmark: Retrolicious dress constellation glow in the dark. {{URL}} via {@Poshmark@} #shopmycloset,0,1,0,0,0,0
564,"YA’LL {@Dale Moss@} is literally a joke, still posting on social media for clout! Someone needs to tell him to stfu already!",0,0,0,0,1,0
565,The second in what is destined to a classic sci-fi trilogy: The Trials of Koli by {{USERNAME}} . #bookreviews {{URL}},0,0,0,0,0,1
566,...and the second part of {{USERNAME}} article on WCAG 3.0 {{URL}},1,0,0,0,0,0
567,"The only reason {@The Diamond@} weighed 156 lbs. was because his bout was announced as non title arbitrarily. Khabib abdicated the UFC lightweight title the second upon retirement and {@danawhite@} knows it. Crown Dustin, he s the champion. #McGregor #UFC257",0,0,0,0,1,0
568,"Companies large and small are choosing to move to New Mexico. For the second straight year, more people are moving to NM than are moving out. With {@Michelle Lujan Grisham@}  s leadership, we can continue to leverage our state s strengths in 2021. #nmleg #nmpol",0,1,0,0,0,0
569," | It s half-term for Manchester United, so how would we grade the Red Devils over the first half of the season?  My latest piece for {@VAVEL@} grades #MUFC as the second half of the campaign is set to kick off... {{URL}} ",0,0,0,0,1,0
570,. {{USERNAME}} isn’t shooting well and turning the ball over a decent amount. Rossview is capitalizing. 28-14 midway through the second. {{USERNAME}},0,0,0,0,1,0
571,Did {@JALEN CRUTCHER 1 0@} just tear out SLU’s heart for the second straight year? Go Flyers. {@Dayton Basketball@},0,0,0,0,1,0
572,"I just want to know the reason behind selin s audacity and self confidence .. She knows that engin , aydan .. Will tell him the truth so how she can stop them ?! It seems that she has a big plans .. Watch and see  cumartesi 20:00 Fox #EdSer #SenÇalKapımı #cumartesi {{USERNAME}} ",0,0,1,0,0,0
573,"I am in the commentary box with {{USERNAME}} at 3pm GMT, as {{USERNAME}} prepares for the second season of the Grand Prix World Series with its pre-season festival involving the new Tier Two teams at Watkins Glen. Tune in for then! #GrandPrix2 {{URL}} ",0,0,0,0,1,0
574,Artist in the Lab {{URL}} via {@YouTube@} Interview with John Walter and {{USERNAME}} about the second AIR program @ Kavli Instituut Delft. Do you want an artist program in your business or research department too? Please contact me at 0623978202.,0,1,0,0,0,0
575,"finished watching {{USERNAME}} vlog, {{USERNAME}} wig install for the second time and {{USERNAME}} posted a vlog thank y’all for getting me through the day ",0,0,1,0,0,0
576,#nba making changes to schedules due to games being postponed. #hornets will play the #wizards at home on 2/7 at 1pm instead of facing the #blazers.   the game against portland will be moved to the second half of the season   #allfly {@WCCB Charlotte s CW@},0,0,0,0,1,0
577,Everyone follow {{USERNAME}} on twitch! He s so close to 600 and he s really pog (but don t tell him I said that) {{URL}},0,0,1,0,0,0
578,"End of the first quarter and the Warriors lead the {@Minnesota Timberwolves@} #RaisedByWolves 23-21. Anthony Edwards with 8 for Minnesota. Catch the second quarter w/ {{USERNAME}} on {@News Talk 830 WCCO@} , {{USERNAME}} or online   {{URL}} ",0,0,0,0,1,0
579," Didn t We Almost Have It All  is the second single from Whitney Houston s second album Whitney. The song was written by Michael Masser and Will Jennings and produced by Masser. The song was released on August 13, 1987 by Arista Records. {{USERNAME}} {{URL}} ",0,0,1,0,0,0
580,‼️PLEASE TAKE THE TIME TO VOTE FOR GOT7 ON MUBEAT UNDER MV OF THE YEAR CATEGORY. WE LOST OUR SPOT AND FELL TO THE SECOND PLACE‼️   #GOT7 {@GOT7@},0,0,1,0,0,0
581,The training institute and laboratories to be built in the second phase of the leather park - Simon Atebe Ag. Dir. Directorate of Agro-Industry {@IndustryKE@} {{URL}} #Kenya #Uganda #Tanzania #Rwanda #SSudan #Burundi #Ethiopia #Egypt,0,0,0,0,0,1
582,"The second paper in the Applying Theories of Justice to Environmental Harms is about to begin. Titled  Violence, Transitions and (Invisible) Environmental Harms , the research by Dr Rachel Killean and Dr Lauren Dempster will be presented at 12:00 here - {{USERNAME}} #GreenCrime2021",0,0,0,0,0,1
583,seokhwa said he really like oneus sunbaenim new song ! Same baby!! same  the song is really good {@WEi OFFICIAL@} #위아이 #WEi,0,0,1,0,0,0
584,Pick your Emirates FA Cup Team Of The Round. {@Emirates FA Cup@} Which players impressed you the most in the second round? {{URL}},0,0,0,0,1,0
585,Game Day!  AVES will be taking on {{USERNAME}} tonight at 9 pm at SportsPlus.  This is the second of our home and home series against the Trojans.  Should be a good one.  First one up in Troy was a 1-0 OT victory for the AVES.  Note:  Senior Night has been rescheduled for Feb 6,0,0,0,0,1,0
586,Crash bandicoot 4 part six {{URL}} via {@YouTube@} beating the second boss with Crash and his sister.,0,0,0,0,1,0
587,"I got the second {@Moderna@} vaccine on Thursday {@Yale New Haven Hosp@} , and I was sore and had chills for 24 hours. I know that many people are distrustful of the vaccine, and I was nervous too. I found these FDA reports to be very reassuring, and I was comfortable after reviewing the data.",0,0,0,0,0,1
588,"Reading beat Harrisburg 71-66 at the Geigle. The Red Knights led by 10 after the third quarter.  The Cougars got within one point late, but Moro Osumanu made two clutch FT’s with 21 seconds left. That was followed by a Harrisburg turnover and a layup by Osumanu. {{USERNAME}} ",0,0,0,0,1,0
589,OMG the voice. I always did love {{USERNAME}} deep soothing voice Yasssssssssssssssssssss #WendyWilliamsMovie #WendyWilliamsEvent #WendyWilliams #WendyWilliamsWatchParty,0,0,1,0,0,0
590,"Red Knights hold on to defeat Harrisburg by a score of 71-66. Tough week for the Red Knights, but a huge bounce back win tonight ends the 3 games in 4 days at 2 and 1. Stay safe all! #RSDproud #ThankfulForTheOpportunity {{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}} ",0,0,0,0,1,0
591,Throwback #twitchclips  This really takes me back. I made a badge for {{USERNAME}} like two summers ago  it gives you the power of love and authenticity  I love and appreciate you sm Sarah ❤️ {{URL}},0,0,0,1,0,0
592,"Updated tags daw po, fam.  BGYO THE LIGHT ON ASAP #ASAPHitback  #BGYO {@BGYOPH@} ",0,0,0,1,0,0
593,Currently at number eighteen. With limang libong TC  The Light MV link here: {{URL}} BGYO THE LIGHT ON ASAP #ASAPHitback  #BGYO {@BGYOPH@},0,0,1,0,0,0
594,Teumes we still didn t trend the red carpet alreadt want to start TREASURE AT SMA #TREASURE_at_SMA {@TREASURE@} #TREASURE #트레저,0,0,1,0,0,0
595,"Unfortunately circumstances dictate that I have to sell my beloved Ultramarines bike captain - if anyone s interested he was commission built and painted by the legendary {{USERNAME}} (I m really looking for a ton, so feel free to make an offer) {{URL}} ",0,1,0,0,0,0
596,The amount of $USDC held by exchanges continues to increase {{USERNAME}} {{USERNAME}} {{URL}},0,1,0,0,0,0
597,Wow... Within 15 mins it s trending at No.1 spot in india... The power of twitter king {@Sidharth Shukla@} and his kingdom.  Keep roaring fam!  . . #SidharthHits1MOnTwitter,0,0,1,0,0,0
598,NP Sunshine the light {@FAT JOE@} + {@DJ KHALED@} + {@amorphous@} #raypowercruise with #theshopwrecker {{USERNAME}},0,0,1,0,0,0
599,Happy Sunday !!  It is during our darkest moments that we must focus to see the light. {{USERNAME}} @ Nobu Los Cabos {{URL}},0,0,0,1,0,0
600,Songleikr | Ulvetime (Hour of the Wolf) {{URL}} via {@YouTube@} Maria has the voice of a goddes. ☺️,0,0,1,0,0,0
601,Aaand we re all done for today! Thanks for hanging out and thanks to {{USERNAME}} for the raid. I sent everyone over to {{USERNAME}} who is playing Ori and the Blind Forest for the first time! {{URL}},0,0,0,0,1,0
602,New Faith Baptist Church - International {{USERNAME}} Presents... {{USERNAME}} On PERISCOPE {{USERNAME}} On TWITTER -The Power In Praise Gospel Mixshow {{USERNAME}} $COREDJSKNO {{URL}},1,0,0,0,0,0
603,I can not get enough of {@Jensen McRae@}  #Immune is on {@Spotify@}  s Chill Singer-Songwriter playlist AND she is the cover? The power  #OrchardAmbassador {{URL}},0,0,1,0,0,0
604,"Okay. I just binge watched the ENTIRE Hellsing Abridged by {{USERNAME}} When I was done I googles the voice for Alucard cause, you know, why wouldn t I? And found {{USERNAME}} only to recognize their name. 1/2",0,0,1,0,0,0
605,Looks like they ll be moving on to {{USERNAME}} next with Letruska as per the {{USERNAME}} post race interview w/ {{USERNAME}} ! She s really good right now.,0,0,0,0,1,0
606,"Still getting over the amount of love we received yesterday at Everbloom music festival. If you missed it, you can watch it on youtube! Thank you to our sponsors {@FACTOR@} , {@Music Canada@} , and the City of Toronto for supporting us in this endeavour  {{URL}} ",0,0,1,0,0,0
607,“My father was an electrician and I was his first big shock.  That’s why {@Jerry Lawler@} is the GOAT.,0,0,0,1,0,0
608,"Fascinated by the power of the #opensource community to put up the {{USERNAME}} conference together. 109 tracks, tonnes of {@Matrix@} {{USERNAME}} rooms, hundreds of talented engineers dedicated to build open source systems. Wow!",0,0,0,0,0,1
609,"So {{USERNAME}} and I have been watching Queen s Gambit and it s just ok. The first 2 episodes were great, but the pacing of the next two wasn t as good. Does it pick up?",0,0,1,0,0,0
610,"Watching {@Pat McAfee@} talk about the Super Bowl kickoff touchback bet he just said {@Bradley Pinion@} doesn’t have what it takes to kick a touch back. You messed up pat, Bradley gonna send that thang to Mars",0,0,0,0,1,0
611,I always love someone who goes against the grain. I’m with you {{USERNAME}} . I think the Chiefs will win. #WattersWorld,0,0,0,0,1,0
612,. {@Jordan Spieth@} and {@Xander Schauffele@} in the final group at the {@WM Phoenix Open@} ?! Let’s go! More excited for that than the Super Bowl!,0,0,0,0,1,0
613,Please sign this petition. Student-Athletes: Bring back Division III National Championships - Sign the Petition! {{URL}} via {@Change org@},0,0,0,0,1,0
614,Ok wow but {@AVA MAX@} new song is a f*cking bop and a half.,0,0,1,0,0,0
615,I need a Bad Bunny and Jhay Cortez album together ASAP {@sanbenito@} {@JHAYCO@},0,0,1,0,0,0
616,The {{USERNAME}} men finished 1-2 in nearly a third of the events Saturday to pick up a dual win over Clarion.  #UKnighted {{URL}},0,0,0,0,1,0
617,"#VakeelSaab’s music composer {@thaman S@} took to #Twitter last night and tweeted “Feb14th.” Needless to say, this simple tweet has led to a flood of speculations that a new song from {@Pawan Kalyan@} anna #VakeelSaab will be out on Valentine’s Day. . . . Stay tuned to {@Sri Venkateswara Creations@} ",0,0,1,0,0,0
618,The first scientist in the world are the Biafrans.. I could remember genetically when our forefathers will look at the sun and tell exactly what the times is.. If you don t embrace who you are and your culture then you will die a slave. {{USERNAME}},0,0,0,0,0,1
619,The CW: Get CW to pick up Green Arrow and the Canaries - Sign the Petition! {{URL}} via {@Change org@},0,0,1,0,0,0
620,Check out what I just added to my closet on Poshmark: Baby Bad bunny  T-shirt. {{URL}} via {@Poshmark@} #shopmycloset,0,0,0,1,0,0
621,. {{USERNAME}} any chance y all would consider adding a feature on your store to notify ppl via e-mail when things are back in stock?  dying to pick up one of those A64 boards. website redesign looks great by the way,0,0,0,0,0,1
622,New song is coming wahhh  THE PHOENIX IS COMING {{USERNAME}} MORISSETTE NewMusicTeaser,0,0,1,0,0,0
623,The Sound of Silence - Pentatonix {{URL}} via {@YouTube@} <iframe width= 560  height= 315  src=  {{URL}}   frameborder= 0  allow= accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture  allowfullscreen></iframe>,0,0,1,0,0,0
624,Trillions Upon Trillions of Viruses Fall From the Sky Each Day - The New York Times | {{USERNAME}} {{URL}},0,0,0,0,0,1
625,Anyone out in {{USERNAME}} getting out in the rain for some miles before the Super Bowl?  Gotta work for those wings!,0,0,0,0,1,0
626,Watch “The Velvet Underground-Who Loves The Sun” by {{USERNAME}} on #Vimeo {{URL}},0,0,1,0,0,0
627,{{URL}} via {@Insider@} This article is incorrect on the fact that was the first time Andy Reid won a super bowl.  That is his first as a Head Coach;  he won the super bowl in Green Bay as an assistant head coach.,0,0,0,0,1,0
628,Enter daily for your chance to #win the {{USERNAME}} $25 Million Dollar #Sweepstakes! Winners will be selected to receive a $500 drink certificate in the Airtab app! {{URL}},0,0,0,1,0,0
629,I’m a firm believer that {@Barstool Sports@} should and will take over the world  Enjoy the Super Bowl today everyone and go TB12!,0,0,0,0,1,0
630,Super Bowl Live Updates: Preparing for the Chiefs to Play the Bucs {{URL}} Via {@The New York Times@},0,0,0,0,1,0
631,"I have no horse in the race today, but I have to think having {@Ndamukong Suh@} & #LavonteDavid starting in The Super Bowl has to be huge for {@Erik Chinander@} and The  #Huskers #Blackshirts",0,0,0,0,1,0
632,"I rarely put up anything less than 6/4.  Anyone can do that.  If you want to profit long term you have to cast a wide net and take advantage of the prices, especially on {@Betfair@} Layers on Betfair can be silly!",0,1,0,0,0,0
633,"Lavonte David says Tom Brady told a teammate to stop crying about reaching the Super Bowl {{URL}} via {@Yahoo@} #1 so, i think brady will have a great game and it might come down to the last drive-tied and KC would score to win by 4-capturing the point spread and #2",0,0,0,0,1,0
634,"Rewatching one of my favorite movies, LADYHAWKE, for an eventual {{USERNAME}} with {{USERNAME}} and it mostly holds up but what is going on with the sky color in this scene? They put a pink filter across the top third of the frame? {{URL}} ",0,0,1,0,0,0
635,Man {{USERNAME}} suppose to be playing for the chiefs man,0,0,0,0,1,0
636,Watching the Super Bowl in the hopes of winning the #MahomesZoneSweepstakes {@adidas@} because I need that gift card for {@IVY PARK@},0,0,0,0,1,0
637,Watching the super bowl (on my phone during the game but watching only commercials and {@The Weeknd@} ) #SuperBowl #HalfTimeShow #TampaBayBuccaneers,0,0,0,0,1,0
638,Drinking the perfect beer for the Super Bowl in Tampa. Love TBBC!! And love Cloudy!! Missing our Tampa people! - Drinking a Cloudy Donkey by {{USERNAME}} @ Untappd at Home  — {{URL}},0,0,0,0,1,0
639,"Blah blah blah, tired reasons and excuses.  I am just a bitter Niners fan, so I m not rooting for the Bucs, I m just rooting against the Chiefs.  Hope it ends well for you primo, {{USERNAME}} .",0,0,0,0,1,0
640,The last time a team looked this good against the chiefs D was the {@Las Vegas Raiders@} #SuperBowl,0,0,0,0,1,0
641,"The chiefs are being beaten down, but in fairness the {@Philadelphia Eagles@} would be down by 80 right now.",0,0,0,0,1,0
642,I’m more upset that {{USERNAME}} is celebrating right now than I am that the Chiefs got spanked...,0,0,0,0,1,0
643,"Loving {@Nathaniel E Burleson@} on the postgame, Well said about the Chiefs!",0,0,0,0,1,0
644,I thought it was Matt Stafford dropping back for the chiefs the way {@Patrick Mahomes II@} was pressured,0,0,0,0,1,0
645,Make sure you keep it trill {@Michael Vick@} ....you did pick the Chiefs to win ‍♂️‍♂️‍♂️‍♂️,0,0,0,0,1,0
646,I was definitely going for the Chiefs but I’m glad the problem child got him one {@AB@},0,0,0,0,1,0
647,The {@Miami Dolphins@} have the 11th best odds to win the Super Bowl next year. I’m already pumped for September #FinsUp,0,0,0,0,1,0
648,Linebacker Chazz Surratt Would Be a Foresight Pick by the Chiefs {{URL}} via {{USERNAME}},0,0,0,0,1,0
649,Britt Reid is no longer on the Chiefs’ coaching staff {{URL}} via {@New York Post@},0,0,0,0,1,0
650,Sure the Super Bowl just ended but both the Bucs and Chiefs are going to start looking towards next year and how they can improve their rosters even further {{USERNAME}} {{USERNAME}} {{URL}},0,0,0,0,1,0
651,"Listen to the soundtrack for Judas and the Black Messiah on Boomplay  Featuring Nipsey Hussle, JAY-Z {@HER@} {@Nasir Jones@} {@Slime Lil Dude@} {@Polo G@} {@SiR@} {@LORD FLACKO JODYE II@} {@Hit Boy@} & more {{URL}} ",0,0,1,0,0,0
652,"2020 was pretty bad, but now 2021 has seen the Chiefs lose, Tom Brady has made me. Fan, and {@Benjamin Allbright@} unblocked me. What a life!",0,0,0,0,1,0
653,The thought of being with you tomorrow gives me the strength to go on today.  #FumiYam #TheFumiYamShow #YamyamGucong  #FumiyaSankai {{USERNAME}} {{USERNAME}},0,0,1,0,0,0
654," Sha Tin Tips  {{USERNAME}} bagged 2 double figure pops at last week s Sha Tin meeting.  She shows 2⃣ 1️⃣% POT at the track over the past 90 days,  See her best for today & back her HOT Bets  ⤵️ {{URL}} ",0,0,0,0,1,0
655,Bruins come back with a quick 10-0 run of their own and lead 44-34 with 12:10 left in the game.  Both teams tied at 14-14 with points in the paint. {{USERNAME}} #PurpleReign #TougherTogether #DubLife,0,0,0,0,1,0
656,....so i just finished watching Judas and the Black Messiah...PLEASE WATCH IT GUYS  and Gee {@Algee Smith@} imma need you to stop going out like this in movies for a minute my heart can’t take it anymore thanksss,0,0,1,0,0,0
657,Looking forward to the start of the new {@NASCAR@} season and THE #DAYTONA500 it’s a fresh new season and one with the most adjustments schedule-wise. Progress and evolution of the sport in  relevant ways on and off the track. #greengreengreen #NASCAR,0,0,0,0,1,0
658,I miss my teddy bear. Would you sleep with me? {{USERNAME}} BeMyValentine JEREMY #ASAPisLOVE,0,0,0,1,0,0
659,#AFLW is getting better every year. {@7Sport@} {@7AFL@} #AFL  #GoPies,0,0,0,0,1,0
660,"So far the only survivors are the wicket-keepers from both teams, probably both read the pitch very closely. #INDvENG {@Star Sports@} #AskTheExpert",0,0,0,0,1,0
661,"So far the only survivors are the wicket-keepers from both teams, probably both read the pitch very closely.  Courtesy {@Cricbuzz@} #IndvsEng",0,0,0,0,1,0
662,First time in 32 year {{USERNAME}} won’t be open  celebrating valentines will miss it but please god be back at it next year if your cooking tonight keep it simple enjoy   Some delicious wine & food wine & some music #StaySafe #valentinesday2021,0,0,0,1,0,0
663,#staraikelungal so far the only survivors  are the wicket keepers from both teams.. Experts {@S Badrinath@} epadi evanga matum not out.. Solunga,0,0,0,0,1,0
664,someone tell me I didnt miss ateez perform yet  #StanWorld #ATEEZ #에이티즈 {@ATEEZ@},0,0,1,0,0,0
665,2 points dropped at West Brom.... 5 points against the bottom two.... disappointing for {@Manchester United@},0,0,0,0,1,0
666,"Given in the last 5 league games we {@Manchester United@} couldn’t beat the bottom 2 and the worse {@Liverpool FC@} team in living memory, you have to wonder if we’ll win a game again all season ",0,0,0,0,1,0
667,I just don’t get it .. Martial is never going to be good enough Fred Maguire Lindelof Bisaka all absolutely shocking. Can’t beat the bottom teams or even play against them with desire. Worst game I’ve watched {@Manchester United@},0,0,0,0,1,0
668,Please someone tell my GUJAR friend how to differentiate between bhaens and gaen @AtiqaBashir,0,0,0,1,0,0
669,Great write-up about Mama Aneb {{USERNAME}} . She is a close mentor and has helped nurture me and other artists at {{USERNAME}}  s annual art festival and artist retreat every year. My letter has been sent. {{URL}},1,0,0,0,0,0
670,So {{USERNAME}} bought a yellow and black teddy bear with chocolate... wow {{USERNAME}} {{USERNAME}} a young king has fallen,0,0,0,1,0,0
671,I love having rich friends who don’t even realize they’re paying for certain streaming subscriptions so I can slide on there and watch. Now watching Judas and the Black Messiah. Thanks {{USERNAME}},0,0,1,0,0,0
672,NEWS: The lightning clock has been lifted {@Daytona International Speedway@} . Time to start the track-drying efforts.  #NASCAR | #Daytona500,0,0,0,0,1,0
673,The Bank of England’s chief economist reckons the UK could surprise most forecasters and announce annual growth of 10% or more by this time next year. Via {@Finimize@} {{URL}},0,1,0,0,0,0
674,Roses ✅  Teddy Bear ✅ Filler Steak Dinner ✅ Chocolates ✅ {@Secretlab@} Gaming Chair ✅  Safe to stay I treated the girlfriend well ❤️ Happy Valentines my love.,0,0,0,1,0,0
675,"Texas  grid operator warns rolling blackouts are possible as winter storm escalates demand for electricity {{URL}} via {@Texas Tribune@} This is how it started, but didn t end up working the way it was explained: 15-45 minute blackouts rolling through the state. Yeah",0,0,0,0,0,1
676,"Winter storm keeps millions of Texans in the frigid cold and the dark {{URL}} {{USERNAME}} {{USERNAME}} {@Jackson Proskow@} Fact free reporting, claiming wind turbines were not the problem. 30% of their power generation is based on w/s which dropped to almost 0",0,0,0,0,0,1
677,I just earned the  Middle of the Road (Level 74)  badge on {{USERNAME}} ! {{URL}},0,0,0,0,1,0
678,"“When you come up against an obstacle, the problem is never the problem. It’s how we think about the problem,”  If you want to be an online sales success here are Stanton’s top tips. {{USERNAME}} {@Forbes@} {{USERNAME}} #entrepreneur #businessstrategy {{URL}} ",0,1,0,0,0,0
679,I just earned the  Middle of the Road (Level 57)  badge on {{USERNAME}} ! {{URL}},0,0,0,0,1,0
680,I just earned the  Middle of the Road (Level 95)  badge on {{USERNAME}} ! {{URL}},0,0,0,0,1,0
681,"Lord, {{USERNAME}} compton is straight wildin over here! We got a full mexican band playing across the street.",0,0,1,0,0,0
682,{{URL}} Stuff like these T&J shorts is the reason why I m sad that I don t have an HBO Max subscription yet... :( {{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}},0,0,1,0,0,0
683,an old pic huh okay king  {{USERNAME}},0,0,0,1,0,0
684,"The only reason why Sarfarz came to open the inning for Quetta was to create opportunity for himself to score some runs as he is threatened by Rizwan s relentless performance. But he is incapable. Simple. His stance, technique &footwork is flawed. His game is over. {@Dr Nauman Niaz@} .",0,0,0,0,1,0
685,Two 19-point second half comebacks in one year in conference play? On the road? One against the No. 12 team in the country? Are you kidding me?!!! {@WVU Men s Basketball@},0,0,0,0,1,0
686,"#Drishyam2OnPrime Splendid movie, . {@Mohanlal@} the legend owns the film. Every single scene, every character n nuance is accounted for !! Once u will wonder if anything is even going to happen in the movie, and then it will shock you. A solid 4/5.",0,0,1,0,0,0
687,I just earned the  Middle of the Road (Level 5)  badge on {{USERNAME}} ! {{URL}},0,0,0,0,1,0
688,The reason why Mihrimah made me proud of her is to have chased Şah Sultan out of the palace and given her a worthy lesson⭐ {{USERNAME}},1,0,0,0,0,0
