id,text,anger,joy,fear,sadness
529,It's weird because I was discussing sex resentment and confusion in the thing I was writing last night.,1,0,0,0
530,"As if he heard my thought on the ether, my #ex has just posted #facebook pic of himself snuggling up with said #cats... now Im just ",1,0,0,0
531,Paul forever. Paul should have won! Paul played such a better game! #BB18 ,1,0,0,0
532,@BigBrother__USA she is just jealous and a cry baby!  #gladsheisgone #crybaby,1,0,0,0
533,"@clarechampion @Westclarepage and peter your radio piece on off the ball was pure class , no digs , no revenge , a total balanced pro ! 👏👏👏",1,0,0,0
534,@coltonflurry @StrangeFacesLA I cancelled by CBS all access live feeds before JC even said Vic won AFP. Paul.should have won IMO ,1,0,0,0
535,"The best #revenge is to move on, get over it, and continue to #succeed. Never give someone the #satisfaction of watching you #suffer....!!!",1,0,0,0
536,"@iStoleFreeHugs @stephlaris lol I'm happy with my negative, realistic ass self. Sorry to offend you",1,0,0,0
537,75' Tierney reaches a deep cross to the back post and plays it back across but the Alloa defence clear. Celtic relentless here.,1,0,0,0
538,Can't believe I've only got 2 days off left 🙄 #backtoreality ,1,0,0,0
539,@vladfucker69 i look rabid,1,0,0,0
540,"@thedrepabon BLM was outraged by the shooting in NC the other day, turns out the guy pointed gun at police. Wait for facts before outrage",1,0,0,0
541,I get embarrassed at the slightest things and then I'll fret about it all day I hate it,1,0,0,0
542,@Sophiejulia @CalebAtChipotle @calebpressleyxo relentless pipe thirst #sheltered,1,0,0,0
543,I don't get what point is made when reporting on Charlotte looting @CNNAshleigh. Why not explore what looting businesses symbolizes ,1,0,0,0
544,#Taurus will react angrily when she can't take being provoked any longer.,1,0,0,0
545,@bismahmalik .....Seems like a fight ready to rage on.....,1,0,0,0
546,@WestonKoury so leafy can roast the Pokemon go kid but not you what an outrage that just means that he is more relevant than y-I mean kisses,1,0,0,0
547,"I think Paul is what's bitter, not the pastry",1,0,0,0
548,@PatriotsInform I don't see why you think we'll have a dumbed down simplified offense with Brissett. He comes from a very complicated system,1,0,0,0
549,"After becoming boiling hot, after slowly melting, my heart is frozen.",1,0,0,0
550,@xandraaa5 @amayaallyn6 shut up hashtags are cool ,1,0,0,0
551,@hoytschile fury road!!,1,0,0,0
552,Realizing that holding a grudge for long is immaturity is wisdom,1,0,0,0
553,"@BonesARP 'That is a disappointment.'\n\nHe fakes a pout, then starts to chuckle.",1,0,0,0
554,Some moving clips on youtube tonight of the vigil held at Tulsa Metropolitan Baptist church for #TerenceCruther #justice  #sadness,1,0,0,0
555,@RegalisAzura \ngrasp the cobalt woman's own; which they did fairly easily. Fair cheeks would ignite into a fiery hue. Warm.. was the only,1,0,0,0
556,@billburr DirectTV is the best. Apparently you just sit in silent anger. 'Don't press or say anything',1,0,0,0
557,I believe women are more fiery because once a month they go through struggle and struggle is what develops a strong character.,1,0,0,0
558,@kingcharles9th i Lowkey forgot you had twitter and if you don't follow me back im gonna be ,1,0,0,0
559,"im also definitely still bitter about the yellow ranger not being asian, but asian representation in hollywood is essentially a shrug anyway",1,0,0,0
560,Did we miss the fact that #BurkeRamsey swung &amp;hit his sister #JonBenet in the face with a golf club previously out of a fit of ?,1,0,0,0
561,@talkRobyn oh dear I have to watch this the woman with the pout did well,1,0,0,0
562,LIFE TIP 101. I know unresolved #anger is likely to cause problems in several areas of my life. I must recognize it &amp; properly deal with it.,1,0,0,0
563,"@Sargon_of_Akkad It'll be like burning rap albums; they'll have to buy it first, but gosh darn it, they have to get rid of it.",1,0,0,0
564,@Docjp they unleashing God's wrath just as Cain did,1,0,0,0
565,@SlaveGuinevere its more of a little prick than a sting .......... but you have to come to Tennessee to get it1,1,0,0,0
566,@DeltaDomain @SawDraze @qurions dis dat nigga from fume right?,1,0,0,0
567,Projection is perception. See it in someone else? You also at some level have that within you. #anger #worry,1,0,0,0
568,"@SageHillfarms @HintonAlisa @hb_heather Hey, Jayme! Were your👂👂 burning cuz I was talking about you?😁 Are you going tomorrow?",1,0,0,0
569,"@savageimiike one of my favorite songs brother, real talk. #rage",1,0,0,0
570,Controlling #anger is a sign of those #righteous people promised #Paradise in the #Quran in Surah Al Imran verses 133-134 #reward #goodDeed,1,0,0,0
571,@alyssasimpson21 I gave up KENDRICK LAMAR to eat barbecue with him. ,1,0,0,0
572,the 1975 are playing antichrist why won't @sundarakarma play hustle it's an outrage,1,0,0,0
573,@TDsNation I blame how broken madden is this year,1,0,0,0
574,"@MMASOCCERFAN @outmagazine No offense but the only way this makes sense is if you work for the magazine. Otherwise,who are you apologizing 4",1,0,0,0
575,Nahhhhhh @konanplaydirty snap story has got me bussing up 😂😂😂😂😂😂😂😂😂😂😂😂😂😂,1,0,0,0
576,"@ticcikasie1 With a frown, she let's out a distraught 'Gardevoir' saying that she wishes she had a trainer",1,0,0,0
577,@skinkev let's rage,1,0,0,0
578,If i could just get my line to block! #germantownbroncos #lilleague #popwarner #Broncos #usafootball  #lineman,1,0,0,0
579,"@BIGGKATZ BUT arms (focused rage) is overpowered, it will be getting nerfed. It'll still be stronger than fury though",1,0,0,0
580,"@KevinI @GGGBoxing @SpecialKBrook pretty average, klitschko fury did about 600k and Joshua white did about 450k",1,0,0,0
581,"@WBIRSports They're still using his offense, up the middle 3X &amp; punt.",1,0,0,0
582,@jessebwatters lol. Love it when you aggravate Juan. Keep up the good work. Lol,1,0,0,0
583,@judahandthelion TONIGHT. Legit can't wait to rage 🤘🏻🤘🏻🤘🏻🤘🏻🤘🏻🔥,1,0,0,0
584,"Seeing #RIPShawtyLo got me thinking bout other rappers then I thought about @LilTunechi dying, and burst into tears... Smh",1,0,0,0
585,"@donna_bellav @SoniaRayS @gig_aholic He looks especially lovely. Sadly, I do not *removes potentially indignant Mr D from convo*",1,0,0,0
586,my momma irritate me asking all these questions like gone 😤,1,0,0,0
587,The bubble has officially burst. 98 boys to beat for the trophy and all the glory #wptmain #bye,1,0,0,0
588,"@Daniel_Sankey @hayleyp79 Haha.... Actually, after the Doggies I'm barracking for Anyone But GWS! ",1,0,0,0
589,"@feistyarcher -trouble,' he feigned anger and gave her a look that told her to behave. He knew she wouldn't though, and that was one of -",1,0,0,0
590,@JBCrewdotcom how his own fans insult him,1,0,0,0
591,I offend u,1,0,0,0
592,np rum rage,1,0,0,0
593,Some bloke on the train who's obviously trying to provoke West Ham fans by loudly slagging off the stadium to his mate on the phone,1,0,0,0
594,#welfarereform should not be a 'model' for .,1,0,0,0
595,@TheDTSB @trubble1127 @nflnetwork I agree but our offense was ass after the second half td score on the first drive,1,0,0,0
596,"@RealPaulWalker R.I.P Paul, furious 8 can't wait",1,0,0,0
597,"Trumpism likewise rests on a bed of racial resentment that was made knowingly and intentionally, long before Trump got into politics.",1,0,0,0
598,"If you let a general tweet offend you, you definitely shouldn't be on twitter.",1,0,0,0
599,"As your own lives in order to complete our amazing life journey successfully, it is there. #bitter",1,0,0,0
600,@marthalyssa yep. LOL #bitter,1,0,0,0
601,straight people are canoodling on the quad and I'm ,1,0,0,0
602,remember when that guy got #angry that i kept saying gary sanchez was the best baseball player in the world... lmao,1,0,0,0
603,"What's a Kali's kitten? [She asked, a frown curling on her fair skinned forehead as he showed her the scar] A cat did - (@ScarredTiger)",1,0,0,0
604,@everycolorbot more like every color looks the same #triggered #colorblind ,1,0,0,0
605,My husband found out there are other rabid hockey fans like me as we waited in line 4 of the 6 window stickers were for SJ NHL/AHL hockey.,1,0,0,0
606,"@ParrishWalton @kjmgolf Also, our best assets on offense are our RB's and our WR's (longterm). Have to have an offense to utilize both.",1,0,0,0
607,@UnknownAndYoung — a low growl escaping him. Oh oh.,1,0,0,0
608,@RiotzXVl papercuts sting and stub ur toe last for like 10 secs,1,0,0,0
609,I've been wanting salty fries from McDonald's since yesterday and I'm burning my fingers eating them bc these shits 🔥🔥🔥,1,0,0,0
610,Love how Megan is raging about this Kendall Jenner photo and I'm sat here like 🤔🙃,1,0,0,0
611,@josephperson Cam is still rattled from the backlash he received when he made the black QB comment and suffered the wrath of White America.,1,0,0,0
612,Because you offended by the lies of Alexandria Goddard doesn't mean that I'm Deric's friend or anything else. Purely a fishin expedition.,1,0,0,0
613,"Y'all really insult coz of soccer???  Lmao, wow!!!!!!",1,0,0,0
614,What terrible thing to see and have no vision-\n\nHelen Keller-\n\n-Begin with the end in mind-\n\nStephen Covey-\n\n #whereareugoing ,1,0,0,0
615,@StarFlowerz17 @DreamerAbe #bitter. Nicole and Cory is why she was evicted.,1,0,0,0
616,@rumanaa_r @DaiIyRoasts what did I do to offend you? 🙄😭😂,1,0,0,0
617,What terrible thing to see and have no vision-\n\nHelen Keller-\n\n-Begin with the end in mind-\n\nStephen Covey-\n\n#whereareugoing #relentless,1,0,0,0
618,"The bitter the battle, the sweeter the victory...",1,0,0,0
619,i resent biting my tongue.,1,0,0,0
620,You can't fight the elephants until you have wrestled the pigs. #quoteoftheday ,1,0,0,0
621,People often grudge others what they cannot enjoy themselves.,1,0,0,0
622,@SarahMi40605180 @kaileighhxo sorry to burst the bubble but there was never any illusion 🙈😂😂,1,0,0,0
623,"@jaybusbee Well, not Archie. No offense but he's kinda old.",1,0,0,0
624,Scored madden 13 on vita for $20AU today.  Bloke didn't know what he had. I'd have happily paid $70 🤑 my only ever bargain! #bargain #vit,1,0,0,0
625,Now they fret about scuffs. I’ll take scuffs (which…come in) for a phone I can use wet handed or drop in a toilet any day.,1,0,0,0
626,"If ydu yell 'fire' in a crowded theater you will burst into flames. It's a cool trick, bu: only once.",1,0,0,0
627,Congress acting indignant over the  #EpiPen pricing is quite disingenuous since they craft the laws that allow such gouging!!,1,0,0,0
628,"@ToddDoug @Ziggomattic Yeah, this actually supports why I tweeted in this thread initially. Because of the article's righteous indignation.",1,0,0,0
629,@WWE is the live event Brock vs Orton 2 this Saturday on the WWE Network? If not it needs to be! :) #wwe @RandyOrton @HeymanHustle #revenge,1,0,0,0
630,@edquinn63 how can you even forget to pick ur fave child up from school ,1,0,0,0
631,"Grateful for all the hungry people in my life! Hungry to learn, change, grow, help, etc - not sure anybody has it better! ",1,0,0,0
632,@St8edge4life88 eh well i can do the sting vs cactus loser leaves wcw match at bash at the beach lol,1,0,0,0
633,@warFarePower dip it in boiling water,1,0,0,0
634,I have a rage rage ep 2 coming out soon I'll keep you posted on it #YouTube #youtubegaming ,1,0,0,0
635,"When anger rises, think of the consequences. #quote #wisdom #anger",1,0,0,0
636,New madden kicking 🚮,1,0,0,0
637,I was going to say that Rooney is a shadow of his former self but I don't want to offend any shadows. #NTFCvMUFC,1,0,0,0
638,When you burst out crying alone and u realize that no one truly knows how unhappy you really are because you don't want anyone to know,1,0,0,0
639,schneiderlin taking his revenge for the 2 fouls,1,0,0,0
640,@JustinRow10 dude the new madden 17? Haha,1,0,0,0
641,you are an angry glass of vodka,1,0,0,0
642,one month til someone's bday and i think it's time to flaunt that I got them something pretty awesome #revenge,1,0,0,0
643,"be strong, independant and practical. stop living in your world of fantasy. snap out of it. the faster u get used to the reality, the better",1,0,0,0
644,Time wounds all heels.\n\n #DrunkJesus #rt #lol #wisdom #quote #comedy #self #Revenge  #hate #time #funny #politics #Trump #POTUS2016,1,0,0,0
645,@TehShockwave turn that grumpy frown upside-down\n\nYou did something next to impossible today,1,0,0,0
646,you know cyran still hasn't done makeup based on jeongguk's tiddy like i suggested and i'm ,1,0,0,0
647,The most important thing to #bestrong is to hold your #anger #thoughts,1,0,0,0
648,Gotta wonder why Caller Max listens to the show in the first place if you so incense him @MSignorile,1,0,0,0
649,I believe I'm gonna start singing in my snap stories on the tractor. Switch it up a little bit.,1,0,0,0
650,doing some testing with my current earth burst team,1,0,0,0
651,"If my luck the rest of Fall goes anything like today, I think I'm going to like this season. #bestdayever #magic #work ",1,0,0,0
652,"also other ppl who i love a whole damn lot; erica, joanna, tiff, sirli, harley, anja, (the rest of the gc bc i ran out of chara!)",1,0,0,0
653,"@sippycoups if it hurts too much to eat, i read somewhere that marshmallows are good bc they are soft and don't irritate",1,0,0,0
654,"“Do not fret if you are not cool! Humans who follow me, become instantly cool!” #Bot",1,0,0,0
655,"@rabpeel snap, seems to be a problem here",1,0,0,0
656,#burning the last of @Yan,1,0,0,0
657,Can't wait to be in my Ninja turtle costume raging at OSU again this Halloween 😈,1,0,0,0
658,"@GreyTheTick But even if I jumped through that hoop, it just takes one irate netizen to decide me playing by 'the rules' isn't enough.",1,0,0,0
659,The best revenge is massive success. –Frank Sinatra,1,0,0,0
660,"Despite my sharing O'Neill's article, what saddens me about the Gazza case is there seems to be more fury about the sentence than the remark",1,0,0,0
661,I need to stop second guess myself and just go with the first thought and go with it. #relentless,1,0,0,0
662,We worship at Your feet\nWhere wrath and mercy meet\nAnd a guilty world is washed\nBy love's pure stream\n—Graham Kendrick,1,0,0,0
663,"Dear future big brother players, just chase dick all season and you too can win 500,00 dollars and an Sti #bb18 ",1,0,0,0
664,"“He who is slow to anger is better than the mighty, And he who rules his spirit than he who takes a city.”\nP16:32 #bibleverse #pride #anger",1,0,0,0
665,"Holding a grudge on someone will stop your blessings from God ,learn to forgive &amp; forget 🙏🏾",1,0,0,0
666,Why does Candice constantly pout #GBBO 💄😒,1,0,0,0
667,"@pugglelover3691 some of those haters are just taught hate and not shown love. There is a good quote that goes to your comment tiff, treat",1,0,0,0
668,Nor hell a fury like a woman scorned -- William Congreve,1,0,0,0
669,That is at least the 3rd time the balls been burst in our games,1,0,0,0
670,@stoozyboy1 @chris_sutton73 😂😂 Oh the zombie rage 😂,1,0,0,0
671,Prayers &amp; Protection to our brothers and sisters fighting in #Charlotte #rage #against #machines,1,0,0,0
672,@wcsportscamp I lol'ed.  Privileged exasperation should be bottled and sold.,1,0,0,0
673,Finally made my #fury #warrior guide. Let me know your thoughts,1,0,0,0
674,@evanareteos :)) im now writing abt the changing face of sex industry in tr :))) now men will talk to me then! ,1,0,0,0
675,@JustPyroNow are you gonna do any kind of community raids when wrath of the machine drops?,1,0,0,0
676,"Nurse practitioner: 'you look pretty bad. No offense of course.'  \n\nThank you, that really added that spark of positivity I needed today.",1,0,0,0
677,@dlrwills turn that frown upside down buddy 🙃.,1,0,0,0
678,"@SonOfTheDovah *She could sense the anger stirring within him and took his hand in hers.* As long as we stay together, we'll both be safe.--",1,0,0,0
679,and apparently he's supposed to have a Scottish accent??? I'm ,1,0,0,0
680,"@PerfectQuartz She's jogging a bit to stay beside her, puffing her cheeks with a huff each time. 'Oh-- jeez Jasper, why don't you —",1,0,0,0
681,"@RichardHBell Yes, I think he held a grudge ...",1,0,0,0
682, I can't guess if you holding a grudge against the best',1,0,0,0
683,@JoeGoodmanJr. A solution. But the assumptions by media in articles and every other venue causes animosity to the conversation.,1,0,0,0
684,@LisaAsquithtobe @craig8710 @WayneHaselden @june65wigan everyone is against wigan because we are the biggest club ,1,0,0,0
685,"@lyskoi anyway, I found a short scale today that was perfect for my purposes. soft on the hands, won't aggravate my (now-chronic) tendonitis",1,0,0,0
686,GAMEDAY VS BUFORD TODAY AT 5:30 AT HOME!!!!!!!!! NEVER BEEN SO EXCITED #revenge,1,0,0,0
687,Tonight's #DragRace #AllStars2 episode GAVE ME LIFE! Yaassss queens! #teamalaska #teamkatya #revenge #bwahaha,1,0,0,0
688,@Kim_is__bored exactly what I have been saying on fb.. ,1,0,0,0
689,my wasp sting is so itchy,1,0,0,0
690,"-- haired man strides close and watches as the Major flinches away from him, the reaction draws a growl from his throat.  -- (@DocHQuinzel)",1,0,0,0
691,srry my feelings offend u 🤗,1,0,0,0
692,Sorry to burst your bubble but it isn't that century anymore. Welcome to the 21st century.,1,0,0,0
693,I can't even right now #bb18 ,1,0,0,0
694,Asian Tiger #Mosquitoes are so relentless. More aggressive than the kind I dealt w/as a kid.,1,0,0,0
695,Sometimes the best motivations come from 'proving them wrong' #energy #relentless #MotivationalQuotes,1,0,0,0
696,@LonelyGoomba I wouldn't bring this up if I were you. It's a very touchy subject. And people get way to offended these days,1,0,0,0
697,"Are you lost in the fury, fearing that you'll fail?",1,0,0,0
698,I need a 🍱sushi date🍙 @AnzalduaG 🍝an olive guarded date🧀 @lexiereid369 and a 👊🏼Rockys date🍕 #tiff,1,0,0,0
699,my alarm clock was ringing this morning n my flatmate knocked on my door and asked if i set anything on fire or if i'm burning alive :) :):),1,0,0,0
700,@The_Nasty_P now you gotta do that with fast n furious,1,0,0,0
701,@notquitefrodo @dominictarason I remember TAs in the gamedev program said he had temper tantrums in class all the time lol,1,0,0,0
702,i love that tay &amp; tiff are just sitting at my house while i'm at work 🙃,1,0,0,0
703,"“He who is slow to anger is better than the mighty, And he who rules his spirit than he who takes a city.”\nP16:32 #bibleverse #pride ",1,0,0,0
704,"@MeghanEMurphy Oh gosh, if you get 800+ raging comments from cruise fans, I will just die laughing!",1,0,0,0
705,Skipping meals is the national way of showing #disappointment and . #wiz,1,0,0,0
706,"{Strong hands moving to firmly grope each of @WhimsicallyWild's thighs, squeezing as her digging nails extract a growl from me.}",1,0,0,0
707,@l1ght__eyes u tried boiling em takes years too,1,0,0,0
708,@RLH2606 if u know who died.. I would also burst out crying....\nFrom JOY!!! 😉,1,0,0,0
709,@CrayonToCrayon @SueScoby \nIt's always fun to anger 'All the Old Dudes.' with Rock N' Roll :)),1,0,0,0
710,being bitter only hurts yourself lmaooo,1,0,0,0
711,Sometimes I think the British political landscape is desolate and then I look over at the foaming wasteland of the US and think we're OK,1,0,0,0
712,A wise man told me that holdin' a grudge is like\nLetting somebody just live inside of your head rent free,1,0,0,0
713,Heading home to cut grass in the heat. All I wanna do is go out to eat somewhere air conditioned.  #AdultingIsTheWorst,1,0,0,0
714,@BarackObama I love Lizzy Warren's latest rage against Wall Street.,1,0,0,0
715,When you forget to mention you were bought dreamboys tickets 🙄😂 ,1,0,0,0
716,Praying for the #Lord to keep #anger #hate #jealousy away from your heart is a sign of #maturity #conciseness,1,0,0,0
717,My little sister sure can hold a grudge 😂😂😂,1,0,0,0
718,"@ShieldsCap &lt; Steve between his feet, feeling a blush sting his cheeks. 'I can undress myself, thank you very much,' he snapped &gt;",1,0,0,0
719,one of the main things im doing w/ 13c is filling in the void of my empty bitter heart by making everything how i wanted it to be growing up,1,0,0,0
720,snap music kept me from running into traffic 2005-2007.,1,0,0,0
721,"When anger rises, think of the consequences. #quote #wisdom ",1,0,0,0
722,Never make a #decision when you're #angry and never make a #promise when you're #happy. #wisewords,1,0,0,0
723,Keep in mind. We're all weak. Don't insult people just because they're human.,1,0,0,0
724,@TDsNation i watch all your videos but i like madden better!,1,0,0,0
725,Projection is perception. See it in someone else? You also at some level have that within you.  #worry,1,0,0,0
726,So Rangers v Celtic ll #revenge,1,0,0,0
727,@lethargytyler ehhh I guess. I want to everyone I've ever burst out laughing in front of😂,1,0,0,0
728,@kateracculia @themathofyou It's true! I reverse-engineered the drink. It's a scientific method. I hear it's all the rage.,1,0,0,0
729,@KodieBurch yesss..apparently you've been popular on snap 🙄,1,0,0,0
730,When a grown adult doesn't drink or has never drank before I just assume they were raised around a raging alcoholic and they want no parts.,1,0,0,0
731,@EAMaddenNFL @EASPORTS I played a game where John Elway was sacked 3x and fumbled all 3x. Is this the same John elway I know of??? ,1,0,0,0
732,"#Zumba, #PiYo and #HIIT sessions. Sweaty, burning but sooooooo good! #missedoutonsummerbikinibodybutwintersunbodywilldo",1,0,0,0
733,@jamiesonhelen @MarianKeyes all three of my agin's on the pout .,1,0,0,0
734,Anger is cheap and politeness is expensive. Don't expect everybody to be polite. #ThoughtfulThursday  #politeness,1,0,0,0
735,don't give someone power by letting their words offend you,1,0,0,0
736,"Rt @yoelamite i need that one back, that whole cd was hard, the one with a #rage flew through, rhyme flow, n the 1 u speak on the dollar",1,0,0,0
737,Lot 100 would give Ghandi road rage,1,0,0,0
738,@StutteringGiant at least his character in fast and furious pumped some adrenaline into the franchise. But that's about it,1,0,0,0
739,"How can I tell Happy Anniversary, when u are not happy..  #ampalaya #paitpaitanangpeg",1,0,0,0
740,I love when @pinksaltwarrior angry tweets bc it makes me laugh but also hate it bc it makes me miss her more,1,0,0,0
741,when you find out the initiative isn't even a thing 😧 ,1,0,0,0
742,"All this from a cigarette burning in Laura's hand, the angle of her chin, the purse of her lips.'(104) Gorgeous transition!@laurengrodstein",1,0,0,0
743,This all resent #India #Pakistan problem is save #NawazSharif\n@ImranKhanPTI\n@PTIofficial,1,0,0,0
744,#Awareness seek #shelter .#Letgo Old #habit of chasing #desires resultin in #anger #fear #worry .#Choose #Satisfaction within #Peace #Relax,1,0,0,0
745,@RealJeffsdomain Wolfpack theme and trons and sting wore the wolf shirt,1,0,0,0
746,"@MHChat sadness with resentment is the past, sadness with fear is the future. try to live in the now #MHchat",1,0,0,0
747,Anger is cheap and politeness is expensive. Don't expect everybody to be polite. #ThoughtfulThursday #anger #politeness,1,0,0,0
748,@JOjojosiejay or in my case a raging moody cow lol why i buy moody cow socks lol,1,0,0,0
749,I'm just doing what u should b doing just minding my business and grinding relentless @LITO615,1,0,0,0
750,Holding a #grudge doesn't make you #strong; it makes you #bitter. #Forgiving doesn't make you #weak; it sets you #free.,1,0,0,0
751,@pianimadi regarde tes snap,1,0,0,0
752,Standard Candice starting the show with a pout #startasyoumeantogoon #GBBO,1,0,0,0
753,"@Klipto the orange one is #poisonous and #bitter. You shouldn't judge the #blue one by how it looks but by how it tastes, #delicious.",1,0,0,0
754,Who got madden 17 or 2k17 ps4 add TrackdawgT lets run it,1,0,0,0
755,I wish the next madden has a story mode too. Just like Fifa 17 #madden,1,0,0,0
756,@MetsProspectHub @brianpmangan taking offense to acount...he ranks 32 of 36 over last 2 years by SABR,1,0,0,0
757,@justinbieber Thank u Justin for this amazing concert. I can't believe that only u can provoke these thousand smiles these night#BelieveTour,1,0,0,0
758,@The_Boxing_Hub #klitschko @Klitschko over fury any day #boxing,1,0,0,0
759,The best revenge is massive success.,1,0,0,0
760,"Tiangong 1, China's first space laboratory, will come to a fiery end in late 2017. The average decommissioned satellite either burns ...",1,0,0,0
761,Houston might lose a coach tomorrow or by midnight. #yikes ?,1,0,0,0
762,"Well, the lines for Sweden's goals sure sting.",1,0,0,0
763,Don't get #bitter get #BETTER,1,0,0,0
764,Don't be bitter,1,0,0,0
765,Went n a bodega 4 incense lookd @ the sis behind the counter &amp; it was like a mirror she said where u from I said here she said no originally,1,0,0,0
766,Recommended reading: Prisoners of Hate by Aaron Beck ,1,0,0,0
767,@CharlotteBnntt that's the joke. I know it's incense,1,0,0,0
768,Leveled at the half. Much better offense expected in the second half,1,0,0,0
769,@sueblue35 @nsoz7 @immortalbulldog huh? We have a sprint coach? We're the slowest team in the comp. Talk about robbing a living. ,1,0,0,0
770,#firsttweetever sippin #hotchocolate wondering #why I finally gave in &lt;3 haha #hellloooootwitter - ...its because #facebookisforfamily ,1,0,0,0
771,One of my favorite classic cars is the Plymouth fiery.,1,0,0,0
772,"As your own lives in order to complete our amazing life journey successfully, it is there. ",1,0,0,0
773,Kik me I want to swap pics I will post on my account anonymously if you wish Kik: vsvplou #Kik #kikme #snap #nudes #tits #snapchat,1,0,0,0
774,Focus on yourself. Don't let other's love define you when you're happy and don't let it make you bitter if you get hurt.,1,0,0,0
775,I wish the next madden has a story mode too. Just like Fifa 17 ,1,0,0,0
776,@ImpugnValkyrie *I frown and cup your cheeks in my hands after you step aside.* Angela I care about you. And I don't know how else I can -,1,0,0,0
777,😳The intensity that @sydneyswans play at is extraordinary #relentless #AFLCatsSwans #AFLFinals 🏉👏🏿,1,0,0,0
778,Need a new outlet for ,1,0,0,0
779,I need a 🍱sushi date🍙 @AnzalduaG 🍝an olive guarded date🧀 @lexiereid369 and a 👊🏼Rockys date🍕 ,1,0,0,0
780,@leener00 @libbyfloyd1 @G_Eazy my snap is andriaprebles ❤️,1,0,0,0
781,Colors of the leaves are- changing.  Heatwaves in LA still- raging.  Lattes made in batches. Visit pumpkin patches. #FallSongs,1,0,0,0
782,@shopgreenwich #ldf16 what shall we do this weekend?  #spraypainting in #greenwichmarket with @SNUB23 #core246 #lilylou #fret &amp; #benoakley,1,0,0,0
783,"It takes a man to suffer ignorance and smile. Be yourself, no matter what they say. ",1,0,0,0
784,"@FrizzeyesJr meeee, i'm lvl 320 and i have not a single relentless",1,0,0,0
785,@_Inferno217_ @PaladinsGame ummm that dragons fury though..,1,0,0,0
786,@NessaMatthews he's perfect. But not even in that way where you sort of resent him or suspect that he leads a double life. Just perfect.,1,0,0,0
787,@jetmissTee I thought I peeped him on your snap. That's the homie ✊🏽 lol,1,0,0,0
788,@pbump @AndyRichter  My heart goes out to that woman for the indignity of what she is sitting through.,1,0,0,0
789,You can't fight the elephants until you have wrestled the pigs. #quoteoftheday #relentless,1,0,0,0
790,@serendipity127_ @zombiecalorie @Angel_Eyes66 I'm sensing a theme here tho lol ,1,0,0,0
791,ESPN just assumed I wanted their free magazines ,1,0,0,0
792,"If my luck the rest of Fall goes anything like today, I think I'm going to like this season. #bestdayever #magic #work #snap",1,0,0,0
793,These #NewEnglandPatriots jerseys look like some whack ones that you tried to make when you made custom jerseys on #madden  04,1,0,0,0
794,@DMAnthonyJoseph @TheClumpany No grudge. Only truth in abundance.,1,0,0,0
795,"@Lesdoggg take me with you!! JK. Have fun, relax, get a massage or two and chill. Don't eat the cucumbers, most places frown on that.",1,0,0,0
796,630am meeting Olympic House #10golds24 .  #neverquit #believe #dreambig #TeamTTO #going4gold,1,0,0,0
797,Houston might lose a coach tomorrow or by midnight.  #yikes #offense?,1,0,0,0
798,It's easy to hold a grudge harder to let go.,1,0,0,0
799,Prayers &amp; Protection to our brothers and sisters fighting in #Charlotte  #against #machines,1,0,0,0
800,testing ,1,0,0,0
801,Happiness is the best revenge,1,0,0,0
802,I forgot about this nice area down here with the fiery hearths,1,0,0,0
803,"It takes a man to suffer ignorance and smile. Be yourself, no matter what they say. #sting",1,0,0,0
804,@KingNicky7 also madden isn't the funniest game to watch and if there isn't much happening it's boring,1,0,0,0
805,"Mm, okay. Ham for you and turkey for me.' Gives his hair a ruffle before heading back in the kitchen to set out the &gt;&gt;\n@DarkSithKenobi",1,0,0,0
806,"Oh my. Watching #rage. It's been like, ages",1,0,0,0
807,Like hello? I am your first born you must always laugh at my jokes. ,1,0,0,0
808,Sometimes the best motivations come from 'proving them wrong' #energy  #MotivationalQuotes,1,0,0,0
809,Tonight's #DragRace #AllStars2 episode GAVE ME LIFE! Yaassss queens! #teamalaska #teamkatya  #bwahaha,1,0,0,0
810,and naoto nod she also like tha bands. but she also frown. 'Will the bands 'Papa Roach' be at concert...?',1,0,0,0
811,"If someone keeps #laughing at you, don't #fret  . At least u r giving #happiness .'\n#quotes #quotestoliveby",1,0,0,0
812,@wesrucker247 sounds like a good game plan for our offense....,1,0,0,0
813,The most important thing to #bestrong is to hold your  #thoughts,1,0,0,0
814,So Rangers v Celtic ll ,1,0,0,0
815,I think they may be ,1,0,0,0
816,I should really study today for chemistry but playing madden is just way more fun.,1,0,0,0
817,i love the word fret so much and im in heaven,1,0,0,0
818,@WWE is the live event Brock vs Orton 2 this Saturday on the WWE Network? If not it needs to be! :) #wwe @RandyOrton @HeymanHustle ,1,0,0,0
819,Thursdays at 6pm Vespers &amp; Meditation #prayerful #plainsong #multisensory #candles #incense #psalms #music #silence #faithful sing or listen,1,0,0,0
820,pray for my boy huff,1,0,0,0
821,GAMEDAY VS BUFORD TODAY AT 5:30 AT HOME!!!!!!!!! NEVER BEEN SO EXCITED ,1,0,0,0
822,snap: hiAleshia 😃,1,0,0,0
823,I need to stop second guess myself and just go with the first thought and go with it. ,1,0,0,0
824,630am meeting Olympic House #10golds24 .  #relentless #neverquit #believe #dreambig #TeamTTO #going4gold,1,0,0,0
825,"@ezlisteningdisc it doesn't offend me but it's just,,, Weird.",1,0,0,0
826,Drop Snapchat names #bored  #swap #pics,1,0,0,0
